ID,Type,Node OK,Link OK,Arg Mismatch,Pred Tasks,Gold Tasks,Error Summary
31310133,single,✗,✗,2,text-to-image -> image-to-video,text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
30872064,single,✓,✓,1,audio-to-image,audio-to-image,arg_mismatch(1)
23756502,single,✗,✗,1,video search -> video downloader,video search,node_mismatch; link_mismatch; arg_mismatch(1)
11307128,dag,✗,✗,0,audio splicer -> audio-to-text -> audio-to-image,audio splicer -> audio-to-image -> audio-to-text,node_mismatch; link_mismatch
14570693,chain,✓,✓,1,text expander -> article spinner -> text simplifier,text expander -> article spinner -> text simplifier,arg_mismatch(1)
16470663,single,✗,✗,2,text-to-image -> image-to-video,text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
17689799,single,✓,✓,1,text-to-audio,text-to-audio,arg_mismatch(1)
24402294,chain,✗,✗,4,text downloader -> text summarizer -> text-to-audio -> audio effects -> audio-to-image,text downloader -> text grammar checker -> text summarizer -> text-to-speech -> audio effects -> audio-to-image,node_mismatch; link_mismatch; arg_mismatch(4)
89116871,chain,✗,✗,5,video-to-audio -> text downloader -> text-to-audio -> audio splicer -> video synchronization,text downloader -> voice changer -> audio splicer -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(5)
50534924,chain,✗,✗,3,text search -> audio effects -> audio-to-image,text search -> voice modulator -> audio-to-image -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(3)
28619645,chain,✗,✗,1,text expander -> text sentiment analysis -> voice changer,text expander -> sentiment analysis -> voice modification,node_mismatch; link_mismatch; arg_mismatch(1)
21964207,chain,✗,✗,4,text downloader -> text search -> video speed changer -> video-to-image,article analysis -> keyword extractor -> video search -> video speed changer -> video-to-image,node_mismatch; link_mismatch; arg_mismatch(4)
15022263,chain,✗,✗,4,video synchronization -> video voiceover -> video-to-audio -> audio-to-image,audio-to-image -> video synchronization -> video voiceover -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(4)
18305025,single,✓,✓,1,audio effects,audio effects,arg_mismatch(1)
14140831,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
86044142,chain,✓,✓,2,image-to-text -> keyword extractor -> text-to-video -> video-to-image,image-to-text -> keyword extractor -> text-to-video -> video-to-image,arg_mismatch(2)
74222240,chain,✗,✗,4,image-to-video -> video synchronization -> video speed changer,image colorizer -> image-to-video -> video speed changer -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(4)
74496196,chain,✗,✗,4,url extractor -> text downloader -> article spinner -> text sentiment analysis,article spinner -> text downloader -> text sentiment analysis -> url extractor,node_mismatch; link_mismatch; arg_mismatch(4)
27723483,chain,✗,✗,2,text search -> text-to-image,text search -> topic generator -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
17004308,single,✓,✓,1,image search,image search,arg_mismatch(1)
20522174,single,✗,✗,2,image search -> image downloader,image search,node_mismatch; link_mismatch; arg_mismatch(2)
62589731,single,✓,✓,1,topic generator,topic generator,arg_mismatch(1)
21858748,single,✓,✓,1,text search,text search,arg_mismatch(1)
21338123,chain,✓,✓,1,text expander -> audio effects,text expander -> audio effects,arg_mismatch(1)
22015847,chain,✓,✓,1,topic generator -> text paraphraser,topic generator -> text paraphraser,arg_mismatch(1)
13805623,chain,✗,✗,3,text-to-audio -> voice changer,text paraphraser -> text grammar checker -> text sentiment analysis -> voice changer,node_mismatch; link_mismatch; arg_mismatch(3)
26631272,chain,✗,✗,2,image downloader -> image-to-text -> text search -> video search,image downloader -> image-to-text -> web search -> video search,node_mismatch; link_mismatch; arg_mismatch(2)
11831430,chain,✗,✗,2,text search -> text simplifier -> text-to-audio,text search -> text simplifier -> text to voice conversion,node_mismatch; link_mismatch; arg_mismatch(2)
57619492,single,✓,✓,1,text-to-video,text-to-video,arg_mismatch(1)
16333963,dag,✓,✗,2,video search -> video synchronization -> video stabilizer -> video-to-text,video search -> video synchronization -> video stabilizer -> video-to-text,link_mismatch; arg_mismatch(2)
15217837,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
79466668,chain,✗,✗,2,topic generator -> text search -> text sentiment analysis,topic generator -> text simplifier -> text sentiment analysis -> url extractor,node_mismatch; link_mismatch; arg_mismatch(2)
41999382,single,✓,✓,1,text-to-audio,text-to-audio,arg_mismatch(1)
12684292,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
54951370,chain,✗,✗,4,text summarizer -> topic generator -> article spinner,text grammar checker -> text paraphraser -> text search -> article spinner -> topic generator,node_mismatch; link_mismatch; arg_mismatch(4)
24934781,chain,✗,✗,2,audio-to-image -> image search,audio downloader -> audio-to-text -> image search,node_mismatch; link_mismatch; arg_mismatch(2)
30160324,dag,✗,✗,0,image-to-text -> url extractor -> text-to-image -> text-to-image,image-to-text -> text-to-image -> url extractor -> generate qr code,node_mismatch; link_mismatch
16819120,single,✓,✓,1,video search,video search,arg_mismatch(1)
31552088,chain,✗,✗,0,audio downloader -> audio noise reduction -> video synchronization -> video-to-audio,audio downloader -> audio noise reduction -> video synchronization -> audio extractor,node_mismatch; link_mismatch
76244107,dag,✗,✗,1,audio downloader -> audio-to-text -> video voiceover -> video-to-audio,audio downloader -> audio-to-text -> video synchronization -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(1)
13563445,chain,✗,✗,2,text expander -> text-to-image,text paraphraser -> text enhancer -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
11565320,chain,✗,✗,3,image search -> image downloader,text paraphraser -> text sentiment analysis -> image search,node_mismatch; link_mismatch; arg_mismatch(3)
29216690,dag,✓,✗,1,text paraphraser -> text-to-image -> url extractor,text paraphraser -> text-to-image -> url extractor,link_mismatch; arg_mismatch(1)
14586035,single,✗,✗,1,text-to-image -> image-to-video,text-to-video,node_mismatch; link_mismatch; arg_mismatch(1)
12966686,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
51165983,single,✗,✓,0,image search (by image),perform reverse image search,node_mismatch
22430176,chain,✗,✗,2,text-to-video -> video-to-audio -> audio noise reduction,text-to-video -> video stabilizer -> video-to-audio -> audio noise reduction,node_mismatch; link_mismatch; arg_mismatch(2)
89964487,single,✓,✓,1,voice changer,voice changer,arg_mismatch(1)
24144196,single,✓,✓,1,url extractor,url extractor,arg_mismatch(1)
62747985,chain,✗,✗,6,video speed changer -> video-to-audio -> audio-to-text -> text grammar checker -> text paraphraser -> video search,audio-to-text -> text grammar checker -> text paraphraser -> video search -> video speed changer -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(6)
70467871,dag,✗,✗,1,image-to-video -> video-to-audio -> video voiceover,image-to-video -> video-to-text -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(1)
31734078,single,✓,✓,1,audio splicer,audio splicer,arg_mismatch(1)
32566527,chain,✗,✗,2,text grammar checker -> text simplifier -> text-to-audio -> voice changer,text grammar checker -> text simplifier -> voice changer,node_mismatch; link_mismatch; arg_mismatch(2)
11545630,dag,✗,✗,4,audio downloader -> video-to-audio -> audio-to-text -> text search -> audio effects,audio downloader -> audio effects -> text search -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(4)
20688391,chain,✗,✗,4,video-to-audio -> audio-to-text -> text summarizer -> keyword extractor -> video speed changer,text summarizer -> keyword extractor -> video speed controller,node_mismatch; link_mismatch; arg_mismatch(4)
24280969,single,✓,✓,1,voice changer,voice changer,arg_mismatch(1)
17603966,dag,✗,✗,3,video-to-audio -> audio-to-text -> keyword extractor -> text grammar checker -> url extractor,video-to-text -> keyword extractor -> url extractor -> text grammar checker,node_mismatch; link_mismatch; arg_mismatch(3)
21781185,chain,✗,✗,7,video-to-audio -> audio-to-text -> article spinner -> text expander -> text simplifier -> topic generator -> text-to-image,video-to-text -> article spinner -> text expander -> text simplifier -> topic generator -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(7)
16566071,chain,✓,✓,2,video synchronization -> video voiceover,video synchronization -> video voiceover,arg_mismatch(2)
23418188,single,✓,✓,1,topic generator,topic generator,arg_mismatch(1)
31202256,chain,✗,✗,4,audio-to-text -> keyword extractor -> url extractor -> image downloader -> image style transfer -> image colorizer,audio-to-text -> url extractor -> image downloader -> image style transfer -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(4)
23180828,chain,✓,✗,2,audio-to-text -> voice changer -> audio effects,audio-to-text -> voice changer -> audio effects,link_mismatch; arg_mismatch(2)
18044964,chain,✗,✗,1,image stitcher -> image style transfer -> image-to-text -> video speed changer -> image-to-video,image stitcher -> image style transfer -> image-to-text -> video speed changer,node_mismatch; link_mismatch; arg_mismatch(1)
16273916,chain,✗,✗,3,text-to-audio -> video voiceover,keyword extractor -> text expander -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(3)
85922837,chain,✗,✗,2,image search (by image) -> image stitcher -> audio-to-text,image search (by image) -> image-to-video -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(2)
31788289,chain,✗,✗,1,audio-to-text -> text grammar checker -> text simplifier -> topic generator,audio-to-text -> text grammar checker -> text simplifier -> article spinner -> text expander -> topic generator,node_mismatch; link_mismatch; arg_mismatch(1)
22605629,chain,✗,✗,7,image search (by image) -> image style transfer -> video-to-audio -> audio-to-text -> keyword extractor -> text grammar checker,image downloader -> image search (by image) -> image style transfer -> image-to-video -> video-to-text -> keyword extractor -> text grammar checker,node_mismatch; link_mismatch; arg_mismatch(7)
28528820,chain,✗,✗,2,text translator -> text grammar checker -> text expander -> text-to-audio -> audio noise reduction,text translator -> text grammar checker -> text expander -> voice changer -> audio noise reduction,node_mismatch; link_mismatch; arg_mismatch(2)
22721756,chain,✗,✗,1,image-to-text -> text paraphraser -> video speed changer -> video-to-audio,image-to-text -> article spinner -> video speed changer -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(1)
31461277,chain,✗,✗,1,audio downloader -> audio-to-image -> image style transfer -> image-to-text,audio downloader -> audio-to-image -> image style transfer -> image colorizer -> image-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
59923748,chain,✗,✗,2,audio-to-text -> topic generator,audio noise reduction -> audio-to-text -> text grammar checker -> text expander -> topic generator,node_mismatch; link_mismatch; arg_mismatch(2)
16682768,single,✗,✓,2,image search,image search -> download image,node_mismatch; arg_mismatch(2)
22804689,chain,✗,✗,3,video-to-image -> image-to-text -> text-to-image -> image style transfer,image style transfer -> image-to-text -> text-to-image -> video-to-image,node_mismatch; link_mismatch; arg_mismatch(3)
29582096,chain,✗,✗,2,text simplifier -> text grammar checker,text paraphraser -> text simplifier -> text grammar checker,node_mismatch; link_mismatch; arg_mismatch(2)
13336269,single,✓,✓,1,image search,image search,arg_mismatch(1)
11656312,single,✗,✗,2,video search -> video downloader,video search,node_mismatch; link_mismatch; arg_mismatch(2)
10752387,chain,✗,✗,2,video-to-image -> image colorizer -> image style transfer,video-to-image -> image search (by image) -> image colorizer -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(2)
20465957,chain,✗,✗,3,video speed changer -> video-to-audio -> audio effects,video speed adjustment -> extract audio from video -> audio enhancement,node_mismatch; link_mismatch; arg_mismatch(3)
12176023,chain,✗,✗,2,text-to-url -> video downloader -> video synchronization -> video-to-image -> image search (by image) -> image colorizer,url extractor -> video downloader -> video synchronization -> video-to-image -> image search (by image) -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(2)
15834651,single,✗,✗,2,video search -> video downloader,video search,node_mismatch; link_mismatch; arg_mismatch(2)
18187080,chain,✗,✗,3,text-to-video -> video voiceover -> video stabilizer,video search -> video stabilizer -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(3)
19565758,chain,✗,✗,3,image-to-text -> text grammar checker -> image search,text grammar checker -> keyword extractor -> image search,node_mismatch; link_mismatch; arg_mismatch(3)
26887673,chain,✗,✗,4,image downloader -> image-to-text -> text sentiment analysis -> topic generator -> text grammar checker -> image search,image downloader -> image-to-text -> keyword extractor -> text grammar checker -> text sentiment analysis -> image search -> topic generator,node_mismatch; link_mismatch; arg_mismatch(4)
38692010,chain,✗,✗,2,text summarizer -> text-to-video,article spinner -> text summarizer -> text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
15857859,chain,✗,✗,2,topic generator -> text-to-audio,text expander -> text sentiment analysis -> topic generator -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(2)
30002506,chain,✗,✗,2,text-to-video -> video synchronization,text sentiment analysis -> text-to-video -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(2)
18178536,single,✗,✗,2,text-to-image -> image downloader,text-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
87663737,chain,✓,✓,1,text expander -> text-to-audio -> audio splicer,text expander -> text-to-audio -> audio splicer,arg_mismatch(1)
90555577,chain,✓,✓,1,text search -> text paraphraser -> text simplifier,text search -> text paraphraser -> text simplifier,arg_mismatch(1)
15678519,chain,✓,✗,1,image search (by image) -> image colorizer -> image-to-video -> video stabilizer,image search (by image) -> image colorizer -> image-to-video -> video stabilizer,link_mismatch; arg_mismatch(1)
13921012,dag,✗,✗,3,video-to-audio -> voice changer,text summarizer -> video-to-audio -> voice changer,node_mismatch; link_mismatch; arg_mismatch(3)
58963254,dag,✗,✗,7,audio splicer -> audio-to-image -> image-to-text -> text paraphraser -> keyword extractor -> topic generator,audio downloader -> audio downloader -> audio splicer -> audio-to-image -> image-to-text -> text paraphraser -> keyword extractor -> topic generator,node_mismatch; link_mismatch; arg_mismatch(7)
31416321,chain,✗,✗,1,text-to-image,text-to-image -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(1)
77281257,chain,✓,✗,2,topic generator -> article spinner -> video voiceover -> video stabilizer,topic generator -> article spinner -> video voiceover -> video stabilizer,link_mismatch; arg_mismatch(2)
19561594,single,✓,✓,1,text-to-audio,text-to-audio,arg_mismatch(1)
24453242,chain,✓,✓,2,video stabilizer -> video synchronization -> video-to-audio -> audio noise reduction,video stabilizer -> video synchronization -> video-to-audio -> audio noise reduction,arg_mismatch(2)
15934907,chain,✗,✗,1,text expander,text sentiment analysis -> keyword extractor -> article spinner,node_mismatch; link_mismatch; arg_mismatch(1)
21983458,dag,✗,✗,4,image search (by image) -> text-to-audio -> image search -> image stitcher,keyword extractor -> url extractor -> image downloader -> audio downloader,node_mismatch; link_mismatch; arg_mismatch(4)
24431161,chain,✓,✓,1,topic generator -> video search -> video stabilizer -> video speed changer,topic generator -> video search -> video stabilizer -> video speed changer,arg_mismatch(1)
30809149,single,✗,✓,1,audio effects,enhance audio,node_mismatch; arg_mismatch(1)
17458146,chain,✓,✓,1,topic generator -> text grammar checker -> image search,topic generator -> text grammar checker -> image search,arg_mismatch(1)
24171859,chain,✗,✗,5,text downloader -> text-to-audio -> audio effects -> audio-to-image,url extractor -> text downloader -> text-to-audio -> audio effects -> audio-to-image,node_mismatch; link_mismatch; arg_mismatch(5)
31212655,chain,✗,✗,3,text-to-image -> image colorizer,text simplifier -> article spinner -> text-to-image -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(3)
28885213,chain,✗,✗,1,text search -> text summarizer,text search -> topic generator,node_mismatch; link_mismatch; arg_mismatch(1)
85815202,chain,✓,✗,2,topic generator -> text summarizer -> text sentiment analysis -> audio effects,topic generator -> text summarizer -> text sentiment analysis -> audio effects,link_mismatch; arg_mismatch(2)
24685082,chain,✗,✗,1,text simplifier -> video search,text simplifier -> text paraphraser -> video search,node_mismatch; link_mismatch; arg_mismatch(1)
15107169,single,✓,✓,1,image search,image search,arg_mismatch(1)
30162809,single,✓,✓,1,audio splicer,audio splicer,arg_mismatch(1)
30443797,single,✓,✓,1,text expander,text expander,arg_mismatch(1)
25635980,chain,✗,✗,5,text downloader -> article spinner -> text sentiment analysis -> voice changer -> video synchronization,article spinner -> text downloader -> text sentiment analysis -> url extractor -> video synchronization -> voice changer,node_mismatch; link_mismatch; arg_mismatch(5)
82794359,dag,✓,✗,1,image-to-text -> article spinner -> url extractor -> audio effects,image-to-text -> article spinner -> url extractor -> audio effects,link_mismatch; arg_mismatch(1)
15917245,chain,✗,✗,7,audio-to-text -> audio-to-text -> text search -> video search -> video-to-image -> image stitcher,audio splicer -> audio-to-text -> text expander -> text grammar checker -> video search -> video-to-image -> image search (by image),node_mismatch; link_mismatch; arg_mismatch(7)
10605598,chain,✗,✗,1,keyword extractor -> video search,keyword extractor -> text simplifier -> video search,node_mismatch; link_mismatch; arg_mismatch(1)
19002274,single,✓,✓,1,text expander,text expander,arg_mismatch(1)
72347498,single,✓,✓,1,text-to-video,text-to-video,arg_mismatch(1)
15644057,chain,✗,✗,6,audio-to-image -> image stitcher -> image style transfer -> image-to-text -> text search -> video voiceover,audio downloader -> audio-to-image -> image style transfer -> image stitcher -> image-to-text -> video search -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(6)
12220739,single,✓,✓,1,video voiceover,video voiceover,arg_mismatch(1)
19344248,chain,✓,✗,2,text-to-audio -> audio effects,text-to-audio -> audio effects,link_mismatch; arg_mismatch(2)
31655329,chain,✗,✗,1,keyword extractor -> video search,keyword extractor -> topic generator -> video search,node_mismatch; link_mismatch; arg_mismatch(1)
61036052,dag,✗,✓,3,video downloader -> video-to-audio -> text simplifier -> voice changer,text simplifier -> video downloader -> video-to-audio -> voice changer,node_mismatch; arg_mismatch(3)
45117679,single,✓,✓,1,video search,video search,arg_mismatch(1)
20648392,chain,✗,✓,3,video search -> video synchronization -> video-to-image,video-to-text -> video search -> video synchronization -> video-to-image,node_mismatch; arg_mismatch(3)
14480544,chain,✗,✗,3,image downloader -> image colorizer -> image-to-text -> text-to-image,image colorizer -> image downloader -> image-to-text -> text-to-image -> url extractor,node_mismatch; link_mismatch; arg_mismatch(3)
23695356,chain,✗,✗,0,text downloader -> text-to-image -> image style transfer -> image search,text downloader -> text-to-image -> image style transfer -> image search (by image),node_mismatch; link_mismatch
16490659,dag,✗,✗,1,text simplifier -> keyword extractor -> text summarizer -> text-to-audio,keyword extractor -> text simplifier -> text summarizer -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(1)
20204347,single,✓,✓,1,video search,video search,arg_mismatch(1)
18591337,dag,✗,✗,2,audio noise reduction -> text simplifier -> text-to-audio,audio noise reduction -> text simplifier -> text to speech conversion -> audio combiner,node_mismatch; link_mismatch; arg_mismatch(2)
24430869,chain,✗,✗,2,image colorizer -> image-to-video -> video-to-audio -> audio-to-text -> topic generator,image colorizer -> image-to-video -> video-to-text -> topic generator,node_mismatch; link_mismatch; arg_mismatch(2)
31073970,chain,✗,✗,2,text-to-image -> image colorizer -> image stitcher -> image search (by image) -> image style transfer,text-to-image -> image colorizer -> image stitcher -> image search (by text) -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(2)
16243108,dag,✗,✗,3,text search -> text sentiment analysis -> image style transfer -> text-to-audio,keyword extractor -> text search -> text sentiment analysis -> sentiment to emotion converter -> text-to-speech -> audio-to-image -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(3)
44675153,single,✓,✓,1,text-to-audio,text-to-audio,arg_mismatch(1)
58037843,chain,✓,✓,1,url extractor -> audio downloader,url extractor -> audio downloader,arg_mismatch(1)
17306349,chain,✗,✗,1,audio splicer -> video synchronization -> video-to-audio -> audio effects,audio merger -> video synchronization -> video-to-audio -> audio effects,node_mismatch; link_mismatch; arg_mismatch(1)
29940624,chain,✗,✗,2,audio-to-image -> image search (by image),audio downloader -> audio-to-image -> image search (by image),node_mismatch; link_mismatch; arg_mismatch(2)
24694333,chain,✗,✗,4,video-to-audio -> audio-to-text -> text-to-image -> image-to-video -> video synchronization,video-to-text -> text paraphraser -> text-to-video -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(4)
40859821,chain,✗,✗,2,audio-to-text -> text sentiment analysis -> video voiceover -> audio splicer,audio-to-text -> text sentiment analysis -> video voiceover -> video-to-audio -> audio splicer,node_mismatch; link_mismatch; arg_mismatch(2)
87476971,chain,✗,✗,2,text summarizer -> article spinner -> keyword extractor,text summarizer -> keyword extractor -> article spinner,node_mismatch; link_mismatch; arg_mismatch(2)
62966459,dag,✗,✗,4,image search (by image) -> image stitcher -> video-to-audio -> audio-to-text,image search -> image-to-video -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(4)
26459081,chain,✗,✗,2,audio splicer -> video synchronization -> video-to-audio -> audio-to-text -> text-to-video,audio splicer -> video synchronization -> video-to-text -> text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
30674665,dag,✓,✓,1,text paraphraser -> audio effects -> audio noise reduction,text paraphraser -> audio effects -> audio noise reduction,arg_mismatch(1)
58466120,single,✓,✓,1,audio effects,audio effects,arg_mismatch(1)
13251330,dag,✗,✗,3,video stabilizer -> video synchronization,audio downloader -> video stabilizer -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(3)
31247575,chain,✗,✗,1,text downloader -> text summarizer -> video voiceover,text downloader -> text grammar checker -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(1)
10868220,chain,✗,✗,4,audio downloader -> video synchronization -> video-to-audio,url extractor -> audio downloader -> video synchronization -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(4)
73298127,chain,✗,✗,3,text search -> text paraphraser -> keyword extractor,keyword extractor -> text paraphraser -> text search,node_mismatch; link_mismatch; arg_mismatch(3)
32330193,chain,✓,✓,2,url extractor -> audio downloader -> audio effects -> audio-to-image,url extractor -> audio downloader -> audio effects -> audio-to-image,arg_mismatch(2)
12219157,chain,✗,✗,4,text summarizer -> text-to-image -> image-to-video -> video voiceover,text paraphraser -> text summarizer -> text-to-video -> video synchronization -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(4)
24536601,chain,✓,✗,2,text grammar checker -> keyword extractor -> url extractor -> image downloader,text grammar checker -> keyword extractor -> url extractor -> image downloader,link_mismatch; arg_mismatch(2)
23094284,single,✓,✓,1,url extractor,url extractor,arg_mismatch(1)
20343348,single,✗,✗,2,video search -> video downloader,video search,node_mismatch; link_mismatch; arg_mismatch(2)
18186461,chain,✗,✗,2,text-to-image -> image-to-video,text-to-image -> image colorizer -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
17156873,chain,✗,✗,4,audio-to-image -> image style transfer -> image style transfer -> image stitcher,audio-to-image -> image search (by image) -> image colorizer -> image style transfer -> image stitcher,node_mismatch; link_mismatch; arg_mismatch(4)
13543080,dag,✗,✗,4,voice changer -> video synchronization -> video stabilizer -> video-to-text,video stabilizer -> voice changer -> video synchronization -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(4)
21261054,chain,✓,✓,1,image downloader -> image search (by image) -> image colorizer,image downloader -> image search (by image) -> image colorizer,arg_mismatch(1)
17934342,chain,✓,✓,1,text grammar checker -> url extractor -> audio downloader,text grammar checker -> url extractor -> audio downloader,arg_mismatch(1)
28903319,chain,✓,✗,2,keyword extractor -> text translator -> text summarizer -> video voiceover,keyword extractor -> text translator -> text summarizer -> video voiceover,link_mismatch; arg_mismatch(2)
23543826,chain,✓,✗,2,text paraphraser -> text grammar checker,text paraphraser -> text grammar checker,link_mismatch; arg_mismatch(2)
90821846,chain,✓,✓,2,text downloader -> text-to-image -> image-to-video,text downloader -> text-to-image -> image-to-video,arg_mismatch(2)
70339215,single,✗,✗,1,audio splicer -> audio splicer,audio splicer,node_mismatch; link_mismatch; arg_mismatch(1)
28356804,chain,✓,✓,1,voice changer -> audio-to-image -> image-to-video,voice changer -> audio-to-image -> image-to-video,arg_mismatch(1)
